row_type,generation,rank,population_size,score,score_mean,score_median,score_std,score_min,score_max,best_rank,best_tree_summary,mean_score,field_count,trials_per_field,total_eval_runs,agent_count,seed,field_seed,eval_field_index,eval_trial_index,eval_field_seed,eval_run_seed,max_steps,steps_executed,converged,converge_step,best_field_final,mean_field_final,best_field_min_over_run,improvement_from_start,swarm_radius_final,avg_speed_final,runtime_ms,tree_summary
candidate,19,4,,120.78330950758748,,,,,,,,120.78330950758748,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,15.45,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 0, 1] | 12: leaf actions=[0, 1, 0, -1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,19,5,,120.53137882390587,,,,,,,,120.53137882390587,10,10,100,5,100,20260416,9,9,20260416,100,7500,584,1,584,-0.113375,-0.0781312,-202.986,174.498,3.27752,4.36653,9.64304,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, -1, 0, 1] | 12: leaf actions=[-1, 0, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, 1]"
generation,19,,30,120.78365355511744,114.58331827453283,119.81229330419666,9.840042997168073,82.15825672260995,120.78365355511744,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",120.78365355511744,10,10,100,5,100,20260416,9,9,20260416,100,7500,1048.3,1.0,879,-85.210475,-75.65029208,-203.001,171.07573333333332,7.372251933333333,3.9067315666666667,17.597036666666668,
candidate,20,1,,120.78367213356749,,,,,,,,120.78367213356749,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,14.5186,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,20,2,,120.78366653887738,,,,,,,,120.78366653887738,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,14.3995,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 0, 1] | 12: leaf actions=[0, 1, 0, -1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,20,3,,120.78366428859745,,,,,,,,120.78366428859745,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,14.4924,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,20,4,,120.78366333312746,,,,,,,,120.78366333312746,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,14.1699,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,20,5,,120.78362396777737,,,,,,,,120.78362396777737,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,14.4642,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=speed threshold=2.0109 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 0, 1] | 12: leaf actions=[0, 1, 0, -1] | 13: leaf actions=[1, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,20,,30,120.78367213356749,114.44995615077713,119.81235601768165,8.38311484729199,96.96711154529923,120.78367213356749,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",120.78367213356749,10,10,100,5,100,20260416,9,9,20260416,100,7500,981.7666666666667,1.0,879,-102.46562779530001,-95.65942106843333,-203.001,173.33163333333334,4.382033233333333,3.6478877,16.089252,
candidate,21,1,,124.67378084126554,,,,,,,,124.67378084126554,10,10,100,5,100,20260416,9,9,20260416,100,7500,955,1,955,-164.911,-153.457,-203,174.667,3.08816,3.96124,16.8185,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.9960 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, -1] | 9: leaf actions=[0, 1, 0, 1] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 1, 1, 1] | 12: leaf actions=[0, -1, 1, 1] | 13: leaf actions=[1, 1, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,21,2,,120.78362829582744,,,,,,,,120.78362829582744,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,13.3646,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 0, 1] | 12: leaf actions=[0, 1, 0, -1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,21,3,,120.7836259273774,,,,,,,,120.7836259273774,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,15.4142,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 0, 1] | 12: leaf actions=[0, 1, 0, -1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,21,4,,120.78362541607743,,,,,,,,120.78362541607743,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,15.382,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,21,5,,120.78362326936745,,,,,,,,120.78362326936745,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,15.4423,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,21,,30,124.67378084126554,118.64597165740672,120.78347697535241,5.231164945849447,102.04140954573002,124.67378084126554,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.9960 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, -1] | 9: leaf actions=[0, 1, 0, 1] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 1, 1, 1] | 12: leaf actions=[0, -1, 1, 1] | 13: leaf actions=[1, 1, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",124.67378084126554,10,10,100,5,100,20260416,9,9,20260416,100,7500,848.1666666666666,1.0,955,-70.10575250000001,-61.63073853333333,-203.001,174.3138,3.6534176666666665,4.2637323333333335,14.664453,
candidate,22,1,,124.67384861438552,,,,,,,,124.67384861438552,10,10,100,5,100,20260416,9,9,20260416,100,7500,955,1,955,-164.911,-153.457,-203,174.667,3.08816,3.96124,16.7542,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.9960 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, -1] | 9: leaf actions=[0, 1, 0, 1] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 1, 1, 1] | 12: leaf actions=[0, -1, 1, 1] | 13: leaf actions=[1, 1, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,22,2,,124.67380140981557,,,,,,,,124.67380140981557,10,10,100,5,100,20260416,9,9,20260416,100,7500,955,1,955,-164.911,-153.457,-203,174.667,3.08816,3.96124,15.9611,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.9960 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, -1] | 9: leaf actions=[0, 1, 0, 1] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 1, 1, 1] | 12: leaf actions=[0, -1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,22,3,,121.39342948278005,,,,,,,,121.39342948278005,10,10,100,5,100,20260416,9,9,20260416,100,7500,1617,1,1617,-200.965,-197.839,-202.999,174.675,3.35872,3.35128,28.2737,"0: split feature=speed threshold=2.6813 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=2.0087 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[0, 0, -1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, 1] | 14: leaf actions=[1, 0, 1, 1]"
candidate,22,4,,120.78370118304743,,,,,,,,120.78370118304743,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,11.8301,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[1, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,22,5,,120.78360000731743,,,,,,,,120.78360000731743,10,10,100,5,100,20260416,9,9,20260416,100,7500,879,1,879,-67.7373,-58.9738,-202.996,174.684,3.10053,4.45153,15.4349,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.7591 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[1, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 0, 0, 1] | 12: leaf actions=[0, 1, 0, -1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
generation,22,,30,124.67384861438552,114.63596219390985,120.78353907223243,9.434556031962288,93.27150771024998,124.67384861438552,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.9960 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, -1] | 9: leaf actions=[0, 1, 0, 1] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 1, 1, 1] | 12: leaf actions=[0, -1, 1, 1] | 13: leaf actions=[1, 1, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",124.67384861438552,10,10,100,5,100,20260416,9,9,20260416,100,7500,950.3333333333334,1.0,955,-108.11405691903333,-99.8291877568,-203.001,171.10056666666668,6.0691456666666665,3.5712798,16.460739,
candidate,23,1,,124.67388914904558,,,,,,,,124.67388914904558,10,10,100,5,100,20260416,9,9,20260416,100,7500,955,1,955,-164.911,-153.457,-203,174.667,3.08816,3.96124,15.9069,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.9960 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, -1] | 9: leaf actions=[0, 1, 0, 1] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 1, 1, 1] | 12: leaf actions=[0, -1, 1, 1] | 13: leaf actions=[1, 1, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,23,2,,124.67388611355557,,,,,,,,124.67388611355557,10,10,100,5,100,20260416,9,9,20260416,100,7500,955,1,955,-164.911,-153.457,-203,174.667,3.08816,3.96124,16.0393,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.9960 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, -1] | 9: leaf actions=[0, 1, 0, 1] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 1, 1, 1] | 12: leaf actions=[0, -1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,23,3,,124.6738314109355,,,,,,,,124.6738314109355,10,10,100,5,100,20260416,9,9,20260416,100,7500,955,1,955,-164.911,-153.457,-203,174.667,3.08816,3.96124,16.8095,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.9960 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, -1] | 9: leaf actions=[0, 1, 0, 1] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 1, 1, 1] | 12: leaf actions=[0, -1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,23,4,,121.39352951208002,,,,,,,,121.39352951208002,10,10,100,5,100,20260416,9,9,20260416,100,7500,1617,1,1617,-200.965,-197.839,-202.999,174.675,3.35872,3.35128,26.8373,"0: split feature=speed threshold=2.6813 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=2.0087 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 0, 0] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[0, 0, -1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, 1] | 14: leaf actions=[1, 0, 1, 1]"
candidate,23,5,,121.39336339617998,,,,,,,,121.39336339617998,10,10,100,5,100,20260416,9,9,20260416,100,7500,1617,1,1617,-200.965,-197.839,-202.999,174.675,3.35872,3.35128,30.4458,"0: split feature=speed threshold=2.6813 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=13.2865 | 5: split feature=speed threshold=2.0087 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, 0] | 9: leaf actions=[0, 1, 1, 0] | 10: leaf actions=[0, -1, 0, 0] | 11: leaf actions=[0, 0, -1, 1] | 12: leaf actions=[0, 1, 1, 1] | 13: leaf actions=[0, 0, 0, 1] | 14: leaf actions=[1, 0, 1, 1]"
generation,23,,30,124.67388914904558,111.94284990406017,120.27801674171053,12.482008628901056,84.03009261428001,124.67388914904558,1,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.9960 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, -1] | 9: leaf actions=[0, 1, 0, 1] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 1, 1, 1] | 12: leaf actions=[0, -1, 1, 1] | 13: leaf actions=[1, 1, 0, -1] | 14: leaf actions=[1, 0, 1, -1]",124.67388914904558,10,10,100,5,100,20260416,9,9,20260416,100,7500,1112.0666666666666,1.0,955,-136.77399945162,-126.83671685673433,-203.001,168.71016666666668,8.972942,3.5104437666666666,20.99228,
candidate,24,1,,124.67386394481555,,,,,,,,124.67386394481555,10,10,100,5,100,20260416,9,9,20260416,100,7500,955,1,955,-164.911,-153.457,-203,174.667,3.08816,3.96124,16.0811,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.9960 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, -1] | 9: leaf actions=[0, 1, 0, 1] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 1, 1, 1] | 12: leaf actions=[0, -1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,24,2,,124.67385919074559,,,,,,,,124.67385919074559,10,10,100,5,100,20260416,9,9,20260416,100,7500,955,1,955,-164.911,-153.457,-203,174.667,3.08816,3.96124,16.1002,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.9960 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, -1] | 9: leaf actions=[0, 1, 0, 1] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 1, 1, 1] | 12: leaf actions=[0, -1, 1, 1] | 13: leaf actions=[0, 0, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
candidate,24,3,,124.67385875083556,,,,,,,,124.67385875083556,10,10,100,5,100,20260416,9,9,20260416,100,7500,955,1,955,-164.911,-153.457,-203,174.667,3.08816,3.96124,16.4363,"0: split feature=speed threshold=3.7339 | 1: split feature=neighbor_count threshold=12.0000 | 2: split feature=neighbor_count threshold=0.9170 | 3: split feature=nearest_neighbor_distance threshold=7.9005 | 4: split feature=mean_neighbor_distance threshold=40.9957 | 5: split feature=speed threshold=1.9960 | 6: split feature=neighbor_count threshold=0.0768 | 7: leaf actions=[0, 1, -1, -1] | 8: leaf actions=[1, 1, 0, -1] | 9: leaf actions=[0, 1, 0, 1] | 10: leaf actions=[0, 1, 1, -1] | 11: leaf actions=[1, 1, 1, 1] | 12: leaf actions=[0, -1, 1, 1] | 13: leaf actions=[1, 1, 0, -1] | 14: leaf actions=[1, 0, 1, -1]"
